,head,type,tail,Confidence
114,contributors,part of,development community,0.16666666666666666
115,community,part of,development communities,0.08333333333333333
116,community,part of,development,0.08333333333333333
117,community,has part,developer,0.08333333333333333
118,software-coding,subclass of,projects,0.058823529411764705
119,software-coding,part of,projects,0.11764705882352941
120,software-coding,practiced by,contributors,0.17647058823529413
121,projects,has part,software-coding,0.058823529411764705
122,software,studied by,coding,0.058823529411764705
123,coding,studies,software,0.058823529411764705
124,contributors,field of this occupation,software-coding,0.11764705882352941
125,software-coding,has effect,projects,0.058823529411764705
126,projects,has cause,software-coding,0.058823529411764705
127,software-coding,studies,projects,0.058823529411764705
128,projects,studied by,software-coding,0.058823529411764705
129,software,practiced by,coding,0.058823529411764705
130,coding,product or material produced,software,0.058823529411764705
131,mentors,part of,organization,0.08333333333333333
132,mentors,field of this occupation,mentoring organization,0.16666666666666666
133,mentors,facet of,organization,0.08333333333333333
134,mentoring organization,has part,mentors,0.16666666666666666
135,mentors,part of,mentoring organization,0.16666666666666666
136,mentoring organization,subclass of,mentors,0.08333333333333333
137,mentor,field of this occupation,mentoring organization,0.08333333333333333
138,mentoring organization,practiced by,mentors,0.08333333333333333
139,mentoring organization,part of,Google,0.08333333333333333
140,Google,instance of,organization,0.09090909090909091
141,Google,subsidiary,Google Cloud,0.09090909090909091
142,Google,subsidiary,Google+,0.09090909090909091
143,Google,instance of,organizations,0.09090909090909091
144,mentoring,facet of,organization,0.09090909090909091
145,mentoring,part of,organization,0.09090909090909091
146,Google,has part,applications,0.18181818181818182
147,Google,subsidiary,Google Corps,0.09090909090909091
148,applications,part of,Google,0.09090909090909091
149,Mentoring,facet of,organization,0.09090909090909091
150,Google,has part,contributors,0.15384615384615385
151,contributors,part of,Google,0.07692307692307693
152,Google,member of,contributors,0.07692307692307693
153,Google,subsidiary,Google+,0.07692307692307693
154,Google,subsidiary,YouTube,0.15384615384615385
155,Google,subsidiary,Google Cloud,0.07692307692307693
156,Google,subsidiary,contributors,0.07692307692307693
157,contributors,parent organization,Google,0.07692307692307693
158,Google,instance of,contributors,0.07692307692307693
159,YouTube,parent organization,Google,0.07692307692307693
160,Google,owner of,Google+,0.07692307692307693
161,John F. Kennedy School of Government,part of,Harvard University,0.09090909090909091
162,organization,has part,contributors,0.18181818181818182
163,2010 Summer Olympics,point in time,2010,0.09090909090909091
164,University of Oxford,country,United Kingdom,0.09090909090909091
165,2010 Commonwealth Games,point in time,2010,0.09090909090909091
166,contributors,part of,organization,0.09090909090909091
167,organization,facet of,organization,0.09090909090909091
168,"University of California, Berkeley",located in the administrative territorial entity,"Berkeley, California",0.09090909090909091
169,organization,has part,organization,0.09090909090909091
170,"University of California, Berkeley",headquarters location,"Berkeley, California",0.09090909090909091
171,2005,point in time,2005,0.5
172,History,point in time,2005,0.16666666666666666
173,2004 Summer Olympics,point in time,2004,0.05555555555555555
174,History,publication date,2005,0.1111111111111111
175,2008 Summer Olympics,point in time,2008,0.05555555555555555
176,In 2005,point in time,2005,0.1111111111111111
177,Google,subsidiary,YouTube,0.15384615384615385
178,Google,number of employees,419,0.07692307692307693
179,2008 Summer Olympics,point in time,2008,0.07692307692307693
180,2012 Summer Olympics,point in time,2012,0.07692307692307693
181,YouTube,parent organization,Google,0.07692307692307693
182,Google,population,419,0.07692307692307693
183,Google,subsidiary,419 positions,0.07692307692307693
184,419 positions,parent organization,Google,0.07692307692307693
185,Google,instance of,positions,0.07692307692307693
186,Google,product or material produced,Chrome,0.07692307692307693
187,Google,owner of,419 positions,0.07692307692307693
188,419 positions,owned by,Google,0.07692307692307693
189,University of Utah,located in the administrative territorial entity,Salt Lake City,0.07692307692307693
190,New York University,located in the administrative territorial entity,Manhattan,0.07692307692307693
191,United Nations,has part,General Assembly,0.07692307692307693
192,General Assembly,part of,United Nations,0.07692307692307693
193,New York City,contains administrative territorial entity,Manhattan,0.07692307692307693
194,Manhattan,located in the administrative territorial entity,New York City,0.07692307692307693
195,"University of California, Berkeley",located in the administrative territorial entity,"Berkeley, California",0.07692307692307693
196,University of Pennsylvania,subsidiary,Wharton School,0.07692307692307693
197,New York City,twinned administrative body,Manhattan,0.07692307692307693
198,Manhattan,twinned administrative body,New York City,0.07692307692307693
199,New York City,located in the administrative territorial entity,New York,0.07692307692307693
200,"University of California, Berkeley",headquarters location,"Berkeley, California",0.07692307692307693
201,L'Orfeo,country,Italy,0.07692307692307693
202,Google Summer of Code,instance of,mentoring organization,0.2727272727272727
203,Google Summer of Code,instance of,Mentoring organization,0.09090909090909091
204,T-shirt,participant in,Google Summer of Code,0.09090909090909091
205,Summer of Code,organizer,Google,0.09090909090909091
206,Google Summer of Code,award received,$4500,0.09090909090909091
207,T-shirt,manufacturer,Google,0.09090909090909091
208,T-shirt,part of,Google Summer of Code,0.09090909090909091
209,Google Summer of Code,part of,mentoring organization,0.09090909090909091
210,Google Summer of Code,product or material produced,T-shirt,0.09090909090909091
211,Ubuntu,inception,2005,0.15384615384615385
212,Ubuntu,instance of,organization,0.15384615384615385
213,KDE,instance of,organization,0.07692307692307693
214,2005,point in time,2005,0.07692307692307693
215,Ubuntu,influenced by,KDE,0.07692307692307693
216,Ubuntu,publication date,2005,0.15384615384615385
217,KDE,influenced by,Ubuntu,0.07692307692307693
218,KDE,inception,2005,0.07692307692307693
219,KDE,publication date,2005,0.07692307692307693
220,KDE,different from,Ubuntu,0.07692307692307693
221,Summer of Code,organizer,Google,0.25
222,first Summer of Code,organizer,Google,0.08333333333333333
223,Summer of Code,founded by,Google,0.25
224,Summer of Code,creator,Google,0.08333333333333333
225,Summer of Code,developer,Google,0.08333333333333333
226,Google,significant event,first Summer of Code,0.08333333333333333
227,Google,field of work,open source,0.08333333333333333
228,first Summer of Code,participant,Google,0.08333333333333333
229,Apache,operating system,FreeBSD,0.18181818181818182
230,Ubuntu,part of the series,FreeBSD,0.09090909090909091
231,Blender,operating system,Ubuntu,0.09090909090909091
232,Google,operating system,FreeBSD,0.09090909090909091
233,Ubuntu,part of,FreeBSD,0.09090909090909091
234,Mozdev,operating system,Ubuntu,0.09090909090909091
235,KDE,operating system,FreeBSD,0.09090909090909091
236,Blender,operating system,FreeBSD,0.09090909090909091
237,Mozdev,operating system,FreeBSD,0.18181818181818182
238,Chris DiBona,employer,Google,0.35714285714285715
239,Chris DiBona,employer,Google's,0.07142857142857142
240,Google,founded by,Chris DiBona,0.14285714285714285
241,Google,subsidiary,Chris DiBona,0.14285714285714285
242,Google,developer,Chris DiBona,0.14285714285714285
243,Google,owner of,Chris DiBona,0.07142857142857142
244,Google,product or material produced,Chris DiBona,0.07142857142857142
245,Mozilla,developer,Gervase Markham,0.3333333333333333
246,Mozilla,founded by,Gervase Markham,0.05555555555555555
247,Google,subsidiary,Mozilla,0.2222222222222222
248,Gervase Markham,employer,Mozilla,0.3333333333333333
249,Mozilla,parent organization,Google,0.05555555555555555
250,Jabber Software Foundation,replaced by,XMPP Standards Foundation,0.15384615384615385
251,XMPP Standards Foundation,replaces,Jabber Software Foundation,0.15384615384615385
252,XMPP,developer,Jabber Software Foundation,0.07692307692307693
253,XMPP Standards Foundation,developer,Jabber Software Foundation,0.07692307692307693
254,Pidgin,developer,XMPP Standards Foundation,0.23076923076923078
255,Pidgin,influenced by,XMPP Standards Foundation,0.07692307692307693
256,Gaim (now Pidgin),developer,XMPP Standards Foundation,0.23076923076923078
257,2006,point in time,2006,0.6538461538461539
258,previous year,point in time,2006,0.23076923076923078
259,previous year,followed by,2006,0.038461538461538464
260,2006 === 2006,point in time,,0.038461538461538464
261,2006 === 2006,point in time,2006,0.038461538461538464
262,2005's,point in time,2005,0.1
263,2005's applications,point in time,2005,0.1
264,2005,point in time,2005,0.1
265,Google,inception,2005,0.1
266,2005's application,point in time,2005,0.1
267,2005's,organizer,Google,0.1
268,2005's applications,organizer,Google,0.1
269,Google,product or material produced,applications,0.1
270,Google,inception,2005's,0.1
271,2005's applications,developer,Google,0.1
272,2008 Summer Olympics,point in time,2008,0.07142857142857142
273,World Heritage Site,maintained by,UNESCO,0.07142857142857142
274,2012 Summer Olympics,point in time,2012,0.07142857142857142
275,Kraków,country,Poland,0.14285714285714285
276,United Nations,has part,General Assembly,0.07142857142857142
277,General Assembly,part of,United Nations,0.07142857142857142
278,World War II,has effect,Holocaust,0.07142857142857142
279,Poland,capital,Kraków,0.07142857142857142
280,New York City,contains administrative territorial entity,Manhattan,0.07142857142857142
281,Manhattan,located in the administrative territorial entity,New York City,0.07142857142857142
282,International Women's Day,point in time,2005,0.07142857142857142
283,United Nations General Assembly,has part,General Assembly,0.07142857142857142
284,General Assembly,part of,United Nations General Assembly,0.07142857142857142
285,Debian,based on,Debian,0.09090909090909091
286,Debian,part of,Debian,0.09090909090909091
287,Debian,influenced by,Debian,0.09090909090909091
288,Debian,inception,2005,0.09090909090909091
289,Adium,programming language,PHP,0.09090909090909091
290,Adium,influenced by,Debian,0.09090909090909091
291,ReactOS,influenced by,Debian,0.09090909090909091
292,2005,point in time,2005,0.18181818181818182
293,Debian,part of,Debian Foundation,0.09090909090909091
294,2006,point in time,2006,0.09090909090909091
295,Google,subsidiary,Google Cloud,0.08333333333333333
296,Google,subsidiary,YouTube,0.16666666666666666
297,Google,subsidiary,Google+,0.08333333333333333
298,2012 Summer Olympics,point in time,2012,0.08333333333333333
299,YouTube,parent organization,Google,0.08333333333333333
300,2008 Summer Olympics,point in time,2008,0.08333333333333333
301,Google,owner of,Chrome,0.08333333333333333
302,Chrome,developer,Google,0.08333333333333333
303,Google,product or material produced,Chrome,0.08333333333333333
304,Google,owner of,Google+,0.08333333333333333
305,Google,product or material produced,Android,0.08333333333333333
306,2006-05-09,point in time,2006,0.08333333333333333
307,2006,point in time,2006,0.08333333333333333
308,2008 Summer Olympics,point in time,2008,0.16666666666666666
309,2004 Summer Olympics,point in time,2004,0.08333333333333333
310,2006 Summer Olympics,point in time,2006,0.08333333333333333
311,2012 Summer Olympics,point in time,2012,0.25
312,University of Utah,located in the administrative territorial entity,Salt Lake City,0.08333333333333333
313,2006 NCAA Division I Men's Basketball Tournament,point in time,2006,0.08333333333333333
314,2008 Summer Olympics,location,Beijing,0.08333333333333333
315,Google,subsidiary,YouTube,0.18181818181818182
316,2012 Summer Olympics,point in time,2012,0.09090909090909091
317,Google,subsidiary,Google University,0.09090909090909091
318,Google,subsidiary,Google Cloud,0.09090909090909091
319,Google,subsidiary,Google+,0.09090909090909091
320,Google,location of formation,PDT,0.09090909090909091
321,Google,instance of,organization,0.09090909090909091
322,Stanford University,headquarters location,"Stanford, California",0.09090909090909091
323,YouTube,parent organization,Google,0.09090909090909091
324,Google,product or material produced,Google Search,0.09090909090909091
325,Google,product or material produced,project,0.08333333333333333
326,Google,instance of,project,0.08333333333333333
327,Google,subsidiary,YouTube,0.16666666666666666
328,Google,subsidiary,Google+,0.08333333333333333
329,Google,subsidiary,project,0.08333333333333333
330,project,parent organization,Google,0.08333333333333333
331,Google,subsidiary,Google University,0.08333333333333333
332,project,developer,Google,0.08333333333333333
333,YouTube,parent organization,Google,0.08333333333333333
334,Google,subsidiary,Google Cloud,0.08333333333333333
335,2008 Summer Olympics,point in time,2008,0.08333333333333333
336,Google,owner of,duplicate acceptances,0.06666666666666667
337,duplicate acceptances,owned by,Google,0.06666666666666667
338,Google,product or material produced,Android,0.13333333333333333
339,Google,product or material produced,Chrome,0.13333333333333333
340,Google,owner of,Chrome,0.06666666666666667
341,Chrome,developer,Google,0.13333333333333333
342,Google,subsidiary,YouTube,0.13333333333333333
343,2008 Summer Olympics,point in time,2008,0.06666666666666667
344,Android,developer,Google,0.06666666666666667
345,Google,operating system,Android,0.06666666666666667
346,YouTube,parent organization,Google,0.06666666666666667
347,Google,subsidiary,SoC,0.15384615384615385
348,SoC,parent organization,Google,0.07692307692307693
349,Google,member of,SoC,0.07692307692307693
350,Google,subsidiary,SoC committee,0.15384615384615385
351,SoC committee,parent organization,Google,0.07692307692307693
352,Google's,subsidiary,SoC,0.15384615384615385
353,SoC,parent organization,Google's,0.07692307692307693
354,Google,instance of,SoC,0.07692307692307693
355,Google's,member of,SoC,0.07692307692307693
356,Google's,instance of,SoC,0.07692307692307693
357,Chris DiBona,member of,official mailing list,0.15384615384615385
358,Chris DiBona,employer,official mailing list,0.15384615384615385
359,Chris DiBona,employer,the official mailing list,0.07692307692307693
360,Chris DiBona,member of,the official mailing list,0.07692307692307693
361,official mailing list,has part,Chris DiBona,0.07692307692307693
362,Chris DiBona,affiliation,official mailing list,0.07692307692307693
363,Chris DiBona,owner of,official mailing list,0.07692307692307693
364,official mailing list,owned by,Chris DiBona,0.07692307692307693
365,2008 Summer Olympics,point in time,2008,0.07692307692307693
366,Chris DiBona,point in time,3:38 AM PDT,0.07692307692307693
367,official mailing list,founded by,Chris DiBona,0.07692307692307693
368,2008 Summer Olympics,point in time,2008,0.2
369,2009 Contest,point in time,2009,0.1
370,2009 World Cup,point in time,2009,0.1
371,2008 Summer Olympics,location,Beijing,0.2
372,University of Pennsylvania,located in the administrative territorial entity,Philadelphia,0.1
373,"University of California, Berkeley",located in the administrative territorial entity,"Berkeley, California",0.1
374,EMI,country,Japan,0.1
375,E-mail,uses,e-mail,0.1
376,SoC,developer,Google,0.08333333333333333
377,Google,subsidiary,SoC,0.16666666666666666
378,SoC,parent organization,Google,0.08333333333333333
379,SoC website,owned by,Google,0.08333333333333333
380,SoC website,developer,Google,0.08333333333333333
381,Google,product or material produced,SoC,0.08333333333333333
382,Google,owner of,SoC,0.08333333333333333
383,SoC,owned by,Google,0.16666666666666666
384,SoC,manufacturer,Google,0.08333333333333333
385,SoC website,operator,Google,0.08333333333333333
386,sensitive,subclass of,private,0.1
387,sensitive and private,subclass of,information,0.1
388,sensitive and private,subclass of,private,0.1
389,"""sensitive and private"" information",subclass of,applications,0.1
390,Sensitive and private,subclass of,information,0.1
391,2008 Summer Olympics,point in time,2008,0.1
392,information,facet of,sensitive,0.1
393,"Sensitive and private"" information",subclass of,applications,0.1
394,"sensitive and private"" information",subclass of,applications,0.1
395,"""sensitive and private"" information",subclass of,public,0.1
396,Summer of Code,organizer,Google,0.21428571428571427
397,Google Summer of Code,organizer,Google,0.07142857142857142
398,Google,participant in,Summer of Code,0.14285714285714285
399,Google,subsidiary,Summer of Code,0.14285714285714285
400,Summer of Code,parent organization,Google,0.07142857142857142
401,Google,has part,Summer of Code,0.14285714285714285
402,Summer of Code,part of,Google,0.07142857142857142
403,Summer of Code,participant,Google,0.07142857142857142
404,Google,significant event,Summer of Code,0.07142857142857142
405,Summer of Code 2006,point in time,2006,0.5769230769230769
406,Summer of Code 2006,end time,2006-09-08,0.038461538461538464
407,The Summer of Code 2006,point in time,2006,0.07692307692307693
408,Summer of Code 2006,point in time,2006-09-08,0.07692307692307693
409,2006,point in time,2006,0.07692307692307693
410,Code 2006,point in time,2006,0.07692307692307693
411,Summer of Code,point in time,2006,0.07692307692307693
412,Google,subsidiary,Google+,0.08333333333333333
413,Google,subsidiary,YouTube,0.16666666666666666
414,Google,subsidiary,Google Cloud,0.08333333333333333
415,YouTube,parent organization,Google,0.08333333333333333
416,Stanford University,located in the administrative territorial entity,California,0.08333333333333333
417,Google,subsidiary,Stanford University,0.16666666666666666
418,Google,owner of,Google+,0.08333333333333333
419,Google,subsidiary,Google University,0.08333333333333333
420,Stanford University,parent organization,Google,0.08333333333333333
421,Google,product or material produced,Android,0.08333333333333333
422,2007,point in time,2007,0.6363636363636364
423,Google,inception,2007,0.13636363636363635
424,2007,facet of,Google,0.13636363636363635
425,Google,point in time,2007,0.09090909090909091
426,John F. Kennedy School of Government,part of,Harvard University,0.16666666666666666
427,2012 Summer Olympics,point in time,2012,0.08333333333333333
428,University of Utah,located in the administrative territorial entity,Salt Lake City,0.08333333333333333
429,New York University,located in the administrative territorial entity,Manhattan,0.08333333333333333
430,Harvard University,subsidiary,John F. Kennedy School of Government,0.08333333333333333
431,"University of California, Berkeley",located in the administrative territorial entity,"Berkeley, California",0.08333333333333333
432,National Museum of American Art,located in the administrative territorial entity,"Washington, D.C.",0.08333333333333333
433,New York City,twinned administrative body,Manhattan,0.08333333333333333
434,Manhattan,twinned administrative body,New York City,0.08333333333333333
435,University of Pennsylvania,located in the administrative territorial entity,Philadelphia,0.08333333333333333
436,John F. Kennedy School of Government,country,USA,0.08333333333333333
437,Google,has part,applications,0.15384615384615385
438,applications,part of,Google,0.07692307692307693
439,Google,product or material produced,applications,0.07692307692307693
440,applications,organizer,Google,0.07692307692307693
441,Google,product or material produced,Android,0.07692307692307693
442,Google,subsidiary,applications,0.07692307692307693
443,applications,parent organization,Google,0.07692307692307693
444,Google,owner of,applications,0.07692307692307693
445,applications,owned by,Google,0.07692307692307693
446,Google,has part,application,0.07692307692307693
447,Google,field of work,applications,0.07692307692307693
448,2012 Summer Olympics,point in time,2012,0.07692307692307693
449,2012 Summer Olympics,point in time,2012,0.09090909090909091
450,2008 Summer Olympics,point in time,2008,0.09090909090909091
451,Google,subsidiary,YouTube,0.18181818181818182
452,Stanford University,located in the administrative territorial entity,California,0.09090909090909091
453,Stanford University,headquarters location,"Stanford, California",0.09090909090909091
454,John F. Kennedy School of Government,part of,Harvard University,0.09090909090909091
455,YouTube,parent organization,Google,0.09090909090909091
456,University of Utah,located in the administrative territorial entity,Salt Lake City,0.09090909090909091
457,Google,subsidiary,Google Cloud,0.09090909090909091
458,"University of California, Berkeley",headquarters location,"Berkeley, California",0.09090909090909091
459,1988,point in time,1988,0.09090909090909091
460,1984,point in time,1984,0.09090909090909091
461,2002,point in time,2002,0.2727272727272727
462,2000,point in time,2000,0.09090909090909091
463,1972,point in time,1972,0.09090909090909091
464,2004,point in time,2004,0.09090909090909091
465,2008 Summer Olympics,point in time,2008,0.09090909090909091
466,2008,point in time,2008,0.09090909090909091
467,2009,point in time,2009,0.09090909090909091
468,Not Selected,instance of,status,0.1
469,Not Selected,facet of,web interface,0.1
470,Not Selected,instance of,web interface,0.1
471,Not Selected,subclass of,web interface,0.1
472,Not Selected,subclass of,application,0.1
473,Not Selected,part of,web interface,0.1
474,application,part of,web interface,0.1
475,web interface,subclass of,application,0.1
476,Status of Not Selected,facet of,web interface,0.1
477,web interface,has part,application,0.1
478,Google,subsidiary,YouTube,0.16666666666666666
479,Google,subsidiary,Google Cloud,0.08333333333333333
480,YouTube,parent organization,Google,0.08333333333333333
481,Google,subsidiary,Google+,0.08333333333333333
482,Google,product or material produced,Android,0.16666666666666666
483,Google,subsidiary,Google News,0.08333333333333333
484,2008 Summer Olympics,point in time,2008,0.08333333333333333
485,Google,owner of,Acceptance email,0.08333333333333333
486,Acceptance email,owned by,Google,0.08333333333333333
487,Android,developer,Google,0.08333333333333333
488,Summer of Code,organizer,Google,0.17647058823529413
489,2008,point in time,2008,0.47058823529411764
490,2006,point in time,2006,0.23529411764705882
491,Summer of Code,conferred by,Google,0.058823529411764705
492,Summer of Code,creator,Google,0.058823529411764705
493,John F. Kennedy School of Government,part of,Harvard University,0.18181818181818182
494,World Heritage Site,maintained by,UNESCO,0.09090909090909091
495,Yom Kippur War,point in time,1973,0.09090909090909091
496,World War II,has effect,Holocaust,0.09090909090909091
497,Harvard University,subsidiary,John F. Kennedy School of Government,0.09090909090909091
498,"University of California, Berkeley",located in the administrative territorial entity,"Berkeley, California",0.09090909090909091
499,"University of California, Berkeley",headquarters location,"Berkeley, California",0.09090909090909091
500,New York University,located in the administrative territorial entity,New York City,0.09090909090909091
501,University of Pennsylvania,subsidiary,Wharton School,0.09090909090909091
502,Yonsei University,located in the administrative territorial entity,Yonsei,0.09090909090909091
503,2008 Summer of Code,point in time,2008,0.3333333333333333
504,Summer of Code,point in time,2008,0.06666666666666667
505,2008,point in time,2008,0.06666666666666667
506,2008 Summer of Code,number of participants,1125,0.06666666666666667
507,2008 Summer,point in time,2008,0.06666666666666667
508,Summer of Code,has part,2008 Summer of Code,0.06666666666666667
509,Summer of Code,inception,2008,0.06666666666666667
510,2008 Summer of Code,number of participants,8125,0.06666666666666667
511,Code,part of,2008 Summer of Code,0.13333333333333333
512,Code,point in time,2008,0.06666666666666667
513,Open Source at Google,owned by,Google,0.09090909090909091
514,Open Source at Google,owned by,Google's,0.09090909090909091
515,Open Source at Google,instance of,blog,0.09090909090909091
516,Open Source at Google,publisher,Google,0.09090909090909091
517,Open Source at Google,maintained by,Google,0.09090909090909091
518,Open Source at Google,developer,Google,0.09090909090909091
519,Open Source at Google,operator,Google,0.09090909090909091
520,Open Source at Google,author,Google,0.09090909090909091
521,"""Open Source at Google"" blog",owned by,Google,0.09090909090909091
522,Google,subsidiary,Open Source at Google,0.09090909090909091
523,Open Source at Google,parent organization,Google,0.09090909090909091
524,2008 GSoC,point in time,2008,0.42857142857142855
525,University of Moratuwa,inception,2008,0.35714285714285715
526,University of Moratuwa,award received,2008 GSoC,0.17857142857142858
527,University of Moratuwa,award received,2008,0.03571428571428571
528,Wrocław University of Technology,member of,GSoC,0.5
529,Universidade Estadual de Campinas,has part,Wrocław University of Technology,0.05555555555555555
530,Universidade Estadual de Campinas,member of,GSoC,0.16666666666666666
531,University of Technology,located in the administrative territorial entity,Wrocław,0.05555555555555555
532,Universidade Estadual de Campinas,different from,Wrocław University of Technology,0.05555555555555555
533,Universidade Estadual de Campinas,affiliation,Wrocław University of Technology,0.05555555555555555
534,2008 GSoC Accepted: Top 10 Universities,point in time,2008,0.1111111111111111
535,University of Moratuwa,country,Sri Lanka,0.23529411764705882
536,Moratuwa,country,Sri Lanka,0.058823529411764705
537,2009,point in time,2009,0.35294117647058826
538,University of Moratuwa,located in the administrative territorial entity,Sri Lanka,0.058823529411764705
539,2008 Summer Olympics,point in time,2008,0.058823529411764705
540,University of Moratuwa,inception,2009,0.23529411764705882
541,2010,point in time,2010,0.47058823529411764
542,Google,inception,2010,0.17647058823529413
543,Google,point in time,2010,0.17647058823529413
544,2010,facet of,Google,0.058823529411764705
545,2010 === 2010,point in time,,0.058823529411764705
546,2010 === 2010,point in time,2010,0.058823529411764705
547,2010,point in time,2010,0.045454545454545456
548,India,diplomatic relation,United States,0.09090909090909091
549,China,diplomatic relation,United States,0.09090909090909091
550,United States,diplomatic relation,United Kingdom,0.09090909090909091
551,United Kingdom,diplomatic relation,United States,0.09090909090909091
552,United States,diplomatic relation,India,0.09090909090909091
553,China,diplomatic relation,India,0.045454545454545456
554,United States,instance of,countries,0.045454545454545456
